"GeneID","PathwayID","Symbol","ENSEMBL","Path","Genename"
"26413","path:mmu04726","Mapk1","ENSMUSG00000063358","04010","mitogen-activated protein kinase 1"
"26417","path:mmu04726","Mapk3","ENSMUSG00000063065","04010","mitogen-activated protein kinase 3"
"271844","path:mmu04726","Pla2g4f","ENSMUSG00000046971",NA,"phospholipase A2, group IVF"
"329502","path:mmu04726","Pla2g4e","ENSMUSG00000050211","00564","phospholipase A2, group IVE"
"380997","path:mmu04726","Cyp2d12","ENSMUSG00000096852",NA,"cytochrome P450, family 2, subfamily d, polypeptide 12"
"404195","path:mmu04726","Cyp2c54","ENSMUSG00000067225","00590","cytochrome P450, family 2, subfamily c, polypeptide 54"
"433247","path:mmu04726","Cyp2c68","ENSMUSG00000074882","00590","cytochrome P450, family 2, subfamily c, polypeptide 68"
"545123","path:mmu04726","Cyp2d11","ENSMUSG00000068085",NA,"cytochrome P450, family 2, subfamily d, polypeptide 11"
"54652","path:mmu04726","Cacna1f","ENSMUSG00000031142","04010","calcium channel, voltage-dependent, alpha 1F subunit"
"56448","path:mmu04726","Cyp2d22","ENSMUSG00000061740","00982","cytochrome P450, family 2, subfamily d, polypeptide 22"
"57014","path:mmu04726","Htr3b","ENSMUSG00000008590",NA,"5-hydroxytryptamine (serotonin) receptor 3B"
"64337","path:mmu04726","Gng13","ENSMUSG00000025739","04062","guanine nucleotide binding protein (G protein), gamma 13"
"66066","path:mmu04726","Gng11","ENSMUSG00000032766","04062","guanine nucleotide binding protein (G protein), gamma 11"
"665095","path:mmu04726","Cyp2j8","ENSMUSG00000082932","00590","cytochrome P450, family 2, subfamily j, polypeptide 8"
"69888","path:mmu04726","Cyp2c66","ENSMUSG00000067229","00590","cytochrome P450, family 2, subfamily c, polypeptide 66"
"71754","path:mmu04726","Cyp2d40","ENSMUSG00000068083",NA,"cytochrome P450, family 2, subfamily d, polypeptide 40"
"72082","path:mmu04726","Cyp2c55","ENSMUSG00000025002","00590","cytochrome P450, family 2, subfamily c, polypeptide 55"
"72303","path:mmu04726","Cyp2c65","ENSMUSG00000067231","00590","cytochrome P450, family 2, subfamily c, polypeptide 65"
"74519","path:mmu04726","Cyp2j9","ENSMUSG00000015224","00590","cytochrome P450, family 2, subfamily j, polypeptide 9"
"76279","path:mmu04726","Cyp2d26","ENSMUSG00000022445","00982","cytochrome P450, family 2, subfamily d, polypeptide 26"
"78390","path:mmu04726","Pla2g4d","ENSMUSG00000070719","00564","phospholipase A2, group IVD"
"81906","path:mmu04726","Cyp4x1","ENSMUSG00000047155",NA,"cytochrome P450, family 4, subfamily x, polypeptide 1"
"100503710","path:mmu04727","Gng14","ENSMUSG00000095845","04010","G protein subunit gamma 14"
"104110","path:mmu04727","Adcy4","ENSMUSG00000022220","00230","adenylate cyclase 4"
"104111","path:mmu04727","Adcy3","ENSMUSG00000020654","00230","adenylate cyclase 3"
"105727","path:mmu04727","Slc38a1","ENSMUSG00000023169",NA,"solute carrier family 38, member 1"
"110886","path:mmu04727","Gabra5","ENSMUSG00000055078","04080","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5"
"11512","path:mmu04727","Adcy6","ENSMUSG00000022994","00230","adenylate cyclase 6"
"11513","path:mmu04727","Adcy7","ENSMUSG00000031659","00230","adenylate cyclase 7"
"11514","path:mmu04727","Adcy8","ENSMUSG00000022376","00230","adenylate cyclase 8"
"11515","path:mmu04727","Adcy9","ENSMUSG00000005580","00230","adenylate cyclase 9"
"12286","path:mmu04727","Cacna1a","ENSMUSG00000034656","04010","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
"12287","path:mmu04727","Cacna1b","ENSMUSG00000004113","04010","calcium channel, voltage-dependent, N type, alpha 1B subunit"
"12288","path:mmu04727","Cacna1c","ENSMUSG00000051331","04010","calcium channel, voltage-dependent, L type, alpha 1C subunit"
"12289","path:mmu04727","Cacna1d","ENSMUSG00000015968","04010","calcium channel, voltage-dependent, L type, alpha 1D subunit"
"12292","path:mmu04727","Cacna1s","ENSMUSG00000026407","04010","calcium channel, voltage-dependent, L type, alpha 1S subunit"
"14394","path:mmu04727","Gabra1","ENSMUSG00000010803","04080","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1"
"14395","path:mmu04727","Gabra2","ENSMUSG00000000560","04080","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"14396","path:mmu04727","Gabra3","ENSMUSG00000031343","04080","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3"
"14397","path:mmu04727","Gabra4","ENSMUSG00000029211","04080","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4"
"14399","path:mmu04727","Gabra6","ENSMUSG00000020428","04080","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6"
"14400","path:mmu04727","Gabrb1","ENSMUSG00000029212","04080","gamma-aminobutyric acid (GABA) A receptor, subunit beta 1"
"14401","path:mmu04727","Gabrb2","ENSMUSG00000007653","04080","gamma-aminobutyric acid (GABA) A receptor, subunit beta 2"
"14402","path:mmu04727","Gabrb3","ENSMUSG00000033676","04080","gamma-aminobutyric acid (GABA) A receptor, subunit beta 3"
"14403","path:mmu04727","Gabrd","ENSMUSG00000029054","04080","gamma-aminobutyric acid (GABA) A receptor, subunit delta"
"14404","path:mmu04727","Gabre","ENSMUSG00000031340","04080","gamma-aminobutyric acid (GABA) A receptor, subunit epsilon"
"14405","path:mmu04727","Gabrg1","ENSMUSG00000001260","04080","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1"
"14406","path:mmu04727","Gabrg2","ENSMUSG00000020436","04080","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2"
"14407","path:mmu04727","Gabrg3","ENSMUSG00000055026","04080","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3"
"14408","path:mmu04727","Gabrr1","ENSMUSG00000028280","04080","gamma-aminobutyric acid (GABA) C receptor, subunit rho 1"
"14409","path:mmu04727","Gabrr2","ENSMUSG00000023267","04080","gamma-aminobutyric acid (GABA) C receptor, subunit rho 2"
"14411","path:mmu04727","Slc6a12","ENSMUSG00000030109",NA,"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12"
"14412","path:mmu04727","Slc6a13","ENSMUSG00000030108",NA,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13"
"14415","path:mmu04727","Gad1","ENSMUSG00000070880","00250","glutamate decarboxylase 1"
"14417","path:mmu04727","Gad2","ENSMUSG00000026787","00250","glutamic acid decarboxylase 2"
"14645","path:mmu04727","Glul","ENSMUSG00000026473","00250","glutamate-ammonia ligase (glutamine synthetase)"
"14660","path:mmu04727","Gls","ENSMUSG00000026103","00250","glutaminase"
"14677","path:mmu04727","Gnai1","ENSMUSG00000057614","04062","guanine nucleotide binding protein (G protein), alpha inhibiting 1"
"14678","path:mmu04727","Gnai2","ENSMUSG00000032562","04062","guanine nucleotide binding protein (G protein), alpha inhibiting 2"
"14679","path:mmu04727","Gnai3","ENSMUSG00000000001","04062","guanine nucleotide binding protein (G protein), alpha inhibiting 3"
"14681","path:mmu04727","Gnao1","ENSMUSG00000031748","04730","guanine nucleotide binding protein, alpha O"
"14688","path:mmu04727","Gnb1","ENSMUSG00000029064","04062","guanine nucleotide binding protein (G protein), beta 1"
"14693","path:mmu04727","Gnb2","ENSMUSG00000029713","04062","guanine nucleotide binding protein (G protein), beta 2"
"14695","path:mmu04727","Gnb3","ENSMUSG00000023439","04062","guanine nucleotide binding protein (G protein), beta 3"
"14696","path:mmu04727","Gnb4","ENSMUSG00000027669","04062","guanine nucleotide binding protein (G protein), beta 4"
"14697","path:mmu04727","Gnb5","ENSMUSG00000032192","04062","guanine nucleotide binding protein (G protein), beta 5"
"14699","path:mmu04727","Gngt1","ENSMUSG00000029663","04062","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1"
"14700","path:mmu04727","Gng10","ENSMUSG00000038607","04062","guanine nucleotide binding protein (G protein), gamma 10"
"14701","path:mmu04727","Gng12","ENSMUSG00000036402","04010","guanine nucleotide binding protein (G protein), gamma 12"
"14702","path:mmu04727","Gng2","ENSMUSG00000043004","04062","guanine nucleotide binding protein (G protein), gamma 2"
"14704","path:mmu04727","Gng3","ENSMUSG00000071658","04062","guanine nucleotide binding protein (G protein), gamma 3"
"14706","path:mmu04727","Gng4","ENSMUSG00000021303","04062","guanine nucleotide binding protein (G protein), gamma 4"
"14707","path:mmu04727","Gng5","ENSMUSG00000068523","04062","G protein subunit gamma 5"
"14708","path:mmu04727","Gng7","ENSMUSG00000048240","04062","guanine nucleotide binding protein (G protein), gamma 7"
"14709","path:mmu04727","Gng8","ENSMUSG00000063594","04062","guanine nucleotide binding protein (G protein), gamma 8"
"14710","path:mmu04727","Gngt2","ENSMUSG00000038811","04062","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2"
"15114","path:mmu04727","Hap1","ENSMUSG00000006930","05016","huntingtin-associated protein 1"
"16522","path:mmu04727","Kcnj6","ENSMUSG00000043301",NA,"potassium inwardly-rectifying channel, subfamily J, member 6"
"18195","path:mmu04727","Nsf","ENSMUSG00000034187","04962","N-ethylmaleimide sensitive fusion protein"
"18747","path:mmu04727","Prkaca","ENSMUSG00000005469","04010","protein kinase, cAMP dependent, catalytic, alpha"
"18749","path:mmu04727","Prkacb","ENSMUSG00000005034","04010","protein kinase, cAMP dependent, catalytic, beta"
"18750","path:mmu04727","Prkca","ENSMUSG00000050965","04010","protein kinase C, alpha"
"18751","path:mmu04727","Prkcb","ENSMUSG00000052889","04010","protein kinase C, beta"
"18752","path:mmu04727","Prkcg","ENSMUSG00000078816","04010","protein kinase C, gamma"
"20779","path:mmu04727","Src","ENSMUSG00000027646","04012","Rous sarcoma oncogene"
"209837","path:mmu04727","Slc38a5","ENSMUSG00000031170",NA,"solute carrier family 38, member 5"
"210044","path:mmu04727","Adcy2","ENSMUSG00000021536","00230","adenylate cyclase 2"
"216456","path:mmu04727","Gls2","ENSMUSG00000044005","00250","glutaminase 2 (liver, mitochondrial)"
"216643","path:mmu04727","Gabrp","ENSMUSG00000020159","04080","gamma-aminobutyric acid (GABA) A receptor, pi"
"22348","path:mmu04727","Slc32a1","ENSMUSG00000037771",NA,"solute carrier family 32 (GABA vesicular transporter), member 1"
"224129","path:mmu04727","Adcy5","ENSMUSG00000022840","00230","adenylate cyclase 5"
"227120","path:mmu04727","Plcl1","ENSMUSG00000038349",NA,"phospholipase C-like 1"
"232333","path:mmu04727","Slc6a1","ENSMUSG00000030310",NA,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1"
"242425","path:mmu04727","Gabbr2","ENSMUSG00000039809","04080","gamma-aminobutyric acid (GABA) B receptor, 2"
"243616","path:mmu04727","Slc6a11","ENSMUSG00000030307",NA,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11"
"268566","path:mmu04727","Gphn","ENSMUSG00000047454",NA,"gephyrin"
"268860","path:mmu04727","Abat","ENSMUSG00000057880","00250","4-aminobutyrate aminotransferase"
"328699","path:mmu04727","Gabrr3","ENSMUSG00000074991",NA,"gamma-aminobutyric acid (GABA) receptor, rho 3"
"432530","path:mmu04727","Adcy1","ENSMUSG00000020431","00230","adenylate cyclase 1"
"54393","path:mmu04727","Gabbr1","ENSMUSG00000024462","04080","gamma-aminobutyric acid (GABA) B receptor, 1"
"54652","path:mmu04727","Cacna1f","ENSMUSG00000031142","04010","calcium channel, voltage-dependent, alpha 1F subunit"
"56486","path:mmu04727","Gabarap","ENSMUSG00000018567","04140","gamma-aminobutyric acid receptor associated protein"
"57138","path:mmu04727","Slc12a5","ENSMUSG00000017740",NA,"solute carrier family 12, member 5"
"57249","path:mmu04727","Gabrq","ENSMUSG00000031344","04080","gamma-aminobutyric acid (GABA) A receptor, subunit theta"
"57436","path:mmu04727","Gabarapl1","ENSMUSG00000030161","04140","gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1"
"64337","path:mmu04727","Gng13","ENSMUSG00000025739","04062","guanine nucleotide binding protein (G protein), gamma 13"
"66066","path:mmu04727","Gng11","ENSMUSG00000032766","04062","guanine nucleotide binding protein (G protein), gamma 11"
"67760","path:mmu04727","Slc38a2","ENSMUSG00000022462","04974","solute carrier family 38, member 2"
"70827","path:mmu04727","Trak2","ENSMUSG00000026028",NA,"trafficking protein, kinesin binding 2"
"76257","path:mmu04727","Slc38a3","ENSMUSG00000010064","04964","solute carrier family 38, member 3"
"93739","path:mmu04727","Gabarapl2","ENSMUSG00000031950","04140","gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2"
"100039815","path:mmu04728","Gm2436","ENSMUSG00000112022","03015","predicted gene 2436"
"100039830","path:mmu04728","Gm2446","ENSMUSG00000112690","03015","predicted gene 2446"
"100503710","path:mmu04728","Gng14","ENSMUSG00000095845","04010","G protein subunit gamma 14"
"108058","path:mmu04728","Camk2d","ENSMUSG00000053819","04012","calcium/calmodulin-dependent protein kinase II, delta"
"109689","path:mmu04728","Arrb1","ENSMUSG00000018909","04010","arrestin, beta 1"
"109731","path:mmu04728","Maob","ENSMUSG00000040147","00260","monoamine oxidase B"
"110877","path:mmu04728","Slc18a1","ENSMUSG00000036330","05012","solute carrier family 18 (vesicular monoamine), member 1"
"11651","path:mmu04728","Akt1","ENSMUSG00000001729","04010","thymoma viral proto-oncogene 1"
"11652","path:mmu04728","Akt2","ENSMUSG00000004056","04010","thymoma viral proto-oncogene 2"
"11865","path:mmu04728","Arntl","ENSMUSG00000055116","04710","aryl hydrocarbon receptor nuclear translocator-like"
"11909","path:mmu04728","Atf2","ENSMUSG00000027104","04010","activating transcription factor 2"
"11911","path:mmu04728","Atf4","ENSMUSG00000042406","04010","activating transcription factor 4"
"12286","path:mmu04728","Cacna1a","ENSMUSG00000034656","04010","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
"12287","path:mmu04728","Cacna1b","ENSMUSG00000004113","04010","calcium channel, voltage-dependent, N type, alpha 1B subunit"
"12288","path:mmu04728","Cacna1c","ENSMUSG00000051331","04010","calcium channel, voltage-dependent, L type, alpha 1C subunit"
"12289","path:mmu04728","Cacna1d","ENSMUSG00000015968","04010","calcium channel, voltage-dependent, L type, alpha 1D subunit"
"12313","path:mmu04728","Calm1","ENSMUSG00000001175","04020","calmodulin 1"
"12314","path:mmu04728","Calm2","ENSMUSG00000036438","04020","calmodulin 2"
"12315","path:mmu04728","Calm3","ENSMUSG00000019370","04020","calmodulin 3"
"12322","path:mmu04728","Camk2a","ENSMUSG00000024617","04012","calcium/calmodulin-dependent protein kinase II alpha"
"12323","path:mmu04728","Camk2b","ENSMUSG00000057897","04012","calcium/calmodulin-dependent protein kinase II, beta"
"12325","path:mmu04728","Camk2g","ENSMUSG00000021820","04012","calcium/calmodulin-dependent protein kinase II gamma"
"12753","path:mmu04728","Clock","ENSMUSG00000029238","04710","circadian locomotor output cycles kaput"
"12846","path:mmu04728","Comt","ENSMUSG00000000326","00140","catechol-O-methyltransferase"
"12912","path:mmu04728","Creb1","ENSMUSG00000025958","04380","cAMP responsive element binding protein 1"
"12913","path:mmu04728","Creb3","ENSMUSG00000028466","04916","cAMP responsive element binding protein 3"
"12915","path:mmu04728","Atf6b","ENSMUSG00000015461","04141","activating transcription factor 6 beta"
"13162","path:mmu04728","Slc6a3","ENSMUSG00000021609","05012","solute carrier family 6 (neurotransmitter transporter, dopamine), member 3"
"13195","path:mmu04728","Ddc","ENSMUSG00000020182","00340","dopa decarboxylase"
"13488","path:mmu04728","Drd1","ENSMUSG00000021478","04020","dopamine receptor D1"
"13489","path:mmu04728","Drd2","ENSMUSG00000032259","04080","dopamine receptor D2"
"13490","path:mmu04728","Drd3","ENSMUSG00000022705","04080","dopamine receptor D3"
"13491","path:mmu04728","Drd4","ENSMUSG00000025496","04080","dopamine receptor D4"
"13492","path:mmu04728","Drd5","ENSMUSG00000039358","04020","dopamine receptor D5"
"14281","path:mmu04728","Fos","ENSMUSG00000021250","04010","FBJ osteosarcoma oncogene"
"14677","path:mmu04728","Gnai1","ENSMUSG00000057614","04062","guanine nucleotide binding protein (G protein), alpha inhibiting 1"
"14678","path:mmu04728","Gnai2","ENSMUSG00000032562","04062","guanine nucleotide binding protein (G protein), alpha inhibiting 2"
"14679","path:mmu04728","Gnai3","ENSMUSG00000000001","04062","guanine nucleotide binding protein (G protein), alpha inhibiting 3"
"14680","path:mmu04728","Gnal","ENSMUSG00000024524","04020","guanine nucleotide binding protein, alpha stimulating, olfactory type"
"14681","path:mmu04728","Gnao1","ENSMUSG00000031748","04730","guanine nucleotide binding protein, alpha O"
"14682","path:mmu04728","Gnaq","ENSMUSG00000024639","04020","guanine nucleotide binding protein, alpha q polypeptide"
"14683","path:mmu04728","Gnas","ENSMUSG00000027523","04020","GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus"
"14688","path:mmu04728","Gnb1","ENSMUSG00000029064","04062","guanine nucleotide binding protein (G protein), beta 1"
"14693","path:mmu04728","Gnb2","ENSMUSG00000029713","04062","guanine nucleotide binding protein (G protein), beta 2"
"14695","path:mmu04728","Gnb3","ENSMUSG00000023439","04062","guanine nucleotide binding protein (G protein), beta 3"
"14696","path:mmu04728","Gnb4","ENSMUSG00000027669","04062","guanine nucleotide binding protein (G protein), beta 4"
"14697","path:mmu04728","Gnb5","ENSMUSG00000032192","04062","guanine nucleotide binding protein (G protein), beta 5"
"14699","path:mmu04728","Gngt1","ENSMUSG00000029663","04062","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1"
"14700","path:mmu04728","Gng10","ENSMUSG00000038607","04062","guanine nucleotide binding protein (G protein), gamma 10"
"14701","path:mmu04728","Gng12","ENSMUSG00000036402","04010","guanine nucleotide binding protein (G protein), gamma 12"
"14702","path:mmu04728","Gng2","ENSMUSG00000043004","04062","guanine nucleotide binding protein (G protein), gamma 2"
"14704","path:mmu04728","Gng3","ENSMUSG00000071658","04062","guanine nucleotide binding protein (G protein), gamma 3"
"14706","path:mmu04728","Gng4","ENSMUSG00000021303","04062","guanine nucleotide binding protein (G protein), gamma 4"
"14707","path:mmu04728","Gng5","ENSMUSG00000068523","04062","G protein subunit gamma 5"
"14708","path:mmu04728","Gng7","ENSMUSG00000048240","04062","guanine nucleotide binding protein (G protein), gamma 7"
"14709","path:mmu04728","Gng8","ENSMUSG00000063594","04062","guanine nucleotide binding protein (G protein), gamma 8"
"14710","path:mmu04728","Gngt2","ENSMUSG00000038811","04062","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2"
"14799","path:mmu04728","Gria1","ENSMUSG00000020524","04080","glutamate receptor, ionotropic, AMPA1 (alpha 1)"
"14800","path:mmu04728","Gria2","ENSMUSG00000033981","04080","glutamate receptor, ionotropic, AMPA2 (alpha 2)"
"14802","path:mmu04728","Gria4","ENSMUSG00000025892","04080","glutamate receptor, ionotropic, AMPA4 (alpha 4)"
"14811","path:mmu04728","Grin2a","ENSMUSG00000059003","04020","glutamate receptor, ionotropic, NMDA2A (epsilon 1)"
"14812","path:mmu04728","Grin2b","ENSMUSG00000030209","04080","glutamate receptor, ionotropic, NMDA2B (epsilon 2)"
"16438","path:mmu04728","Itpr1","ENSMUSG00000030102","04020","inositol 1,4,5-trisphosphate receptor 1"
"16439","path:mmu04728","Itpr2","ENSMUSG00000030287","04020","inositol 1,4,5-triphosphate receptor 2"
"16440","path:mmu04728","Itpr3","ENSMUSG00000042644","04020","inositol 1,4,5-triphosphate receptor 3"
"16519","path:mmu04728","Kcnj3","ENSMUSG00000026824",NA,"potassium inwardly-rectifying channel, subfamily J, member 3"
"16521","path:mmu04728","Kcnj5","ENSMUSG00000032034",NA,"potassium inwardly-rectifying channel, subfamily J, member 5"
"16522","path:mmu04728","Kcnj6","ENSMUSG00000043301",NA,"potassium inwardly-rectifying channel, subfamily J, member 6"
"16524","path:mmu04728","Kcnj9","ENSMUSG00000038026",NA,"potassium inwardly-rectifying channel, subfamily J, member 9"
"16572","path:mmu04728","Kif5a","ENSMUSG00000074657",NA,"kinesin family member 5A"
"16573","path:mmu04728","Kif5b","ENSMUSG00000006740",NA,"kinesin family member 5B"
"16574","path:mmu04728","Kif5c","ENSMUSG00000026764",NA,"kinesin family member 5C"
"17161","path:mmu04728","Maoa","ENSMUSG00000025037","00260","monoamine oxidase A"
"18747","path:mmu04728","Prkaca","ENSMUSG00000005469","04010","protein kinase, cAMP dependent, catalytic, alpha"
"18749","path:mmu04728","Prkacb","ENSMUSG00000005034","04010","protein kinase, cAMP dependent, catalytic, beta"
"18750","path:mmu04728","Prkca","ENSMUSG00000050965","04010","protein kinase C, alpha"
"18751","path:mmu04728","Prkcb","ENSMUSG00000052889","04010","protein kinase C, beta"
"18752","path:mmu04728","Prkcg","ENSMUSG00000078816","04010","protein kinase C, gamma"
"18795","path:mmu04728","Plcb1","ENSMUSG00000051177","00562","phospholipase C, beta 1"
"18796","path:mmu04728","Plcb2","ENSMUSG00000040061","00562","phospholipase C, beta 2"
"18797","path:mmu04728","Plcb3","ENSMUSG00000024960","00562","phospholipase C, beta 3"
"18798","path:mmu04728","Plcb4","ENSMUSG00000039943","00562","phospholipase C, beta 4"
"19045","path:mmu04728","Ppp1ca","ENSMUSG00000040385","04114","protein phosphatase 1 catalytic subunit alpha"
"19046","path:mmu04728","Ppp1cb","ENSMUSG00000014956","04114","protein phosphatase 1 catalytic subunit beta"
"19047","path:mmu04728","Ppp1cc","ENSMUSG00000004455","04114","protein phosphatase 1 catalytic subunit gamma"
"19049","path:mmu04728","Ppp1r1b","ENSMUSG00000061718",NA,"protein phosphatase 1, regulatory inhibitor subunit 1B"
"19052","path:mmu04728","Ppp2ca","ENSMUSG00000020349","03015","protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform"
"19053","path:mmu04728","Ppp2cb","ENSMUSG00000009630","03015","protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform"
"19054","path:mmu04728","Ppp2r3d","ENSMUSG00000093803","03015","protein phosphatase 2 (formerly 2A), regulatory subunit B'', delta"
"19055","path:mmu04728","Ppp3ca","ENSMUSG00000028161","04010","protein phosphatase 3, catalytic subunit, alpha isoform"
"19056","path:mmu04728","Ppp3cb","ENSMUSG00000021816","04010","protein phosphatase 3, catalytic subunit, beta isoform"
"19057","path:mmu04728","Ppp3cc","ENSMUSG00000022092","04010","protein phosphatase 3, catalytic subunit, gamma isoform"
"19094","path:mmu04728","Mapk11","ENSMUSG00000053137","04010","mitogen-activated protein kinase 11"
"20265","path:mmu04728","Scn1a","ENSMUSG00000064329",NA,"sodium channel, voltage-gated, type I, alpha"
"208647","path:mmu04728","Creb3l2","ENSMUSG00000038648","04916","cAMP responsive element binding protein 3-like 2"
"208677","path:mmu04728","Creb3l3","ENSMUSG00000035041","04916","cAMP responsive element binding protein 3-like 3"
"214084","path:mmu04728","Slc18a2","ENSMUSG00000025094","05012","solute carrier family 18 (vesicular monoamine), member 2"
"216869","path:mmu04728","Arrb2","ENSMUSG00000060216","04010","arrestin, beta 2"
"21770","path:mmu04728","Ppp2r5d","ENSMUSG00000059409","03015","protein phosphatase 2, regulatory subunit B', delta"
"21823","path:mmu04728","Th","ENSMUSG00000000214","00350","tyrosine hydroxylase"
"224129","path:mmu04728","Adcy5","ENSMUSG00000022840","00230","adenylate cyclase 5"
"225849","path:mmu04728","Ppp2r5b","ENSMUSG00000024777","03015","protein phosphatase 2, regulatory subunit B', beta"
"226849","path:mmu04728","Ppp2r5a","ENSMUSG00000026626","03015","protein phosphatase 2, regulatory subunit B', alpha"
"231991","path:mmu04728","Creb5","ENSMUSG00000053007","04962","cAMP responsive element binding protein 5"
"235542","path:mmu04728","Ppp2r3a","ENSMUSG00000043154","03015","protein phosphatase 2, regulatory subunit B'', alpha"
"23797","path:mmu04728","Akt3","ENSMUSG00000019699","04010","thymoma viral proto-oncogene 3"
"26414","path:mmu04728","Mapk10","ENSMUSG00000046709","04010","mitogen-activated protein kinase 10"
"26415","path:mmu04728","Mapk13","ENSMUSG00000004864","04010","mitogen-activated protein kinase 13"
"26416","path:mmu04728","Mapk14","ENSMUSG00000053436","04010","mitogen-activated protein kinase 14"
"26419","path:mmu04728","Mapk8","ENSMUSG00000021936","04010","mitogen-activated protein kinase 8"
"26420","path:mmu04728","Mapk9","ENSMUSG00000020366","04010","mitogen-activated protein kinase 9"
"26427","path:mmu04728","Creb3l1","ENSMUSG00000027230","04916","cAMP responsive element binding protein 3-like 1"
"26931","path:mmu04728","Ppp2r5c","ENSMUSG00000017843","03015","protein phosphatase 2, regulatory subunit B', gamma"
"26932","path:mmu04728","Ppp2r5e","ENSMUSG00000021051","03015","protein phosphatase 2, regulatory subunit B', epsilon"
"269643","path:mmu04728","Ppp2r2c","ENSMUSG00000029120","03015","protein phosphatase 2, regulatory subunit B, gamma"
"29857","path:mmu04728","Mapk12","ENSMUSG00000022610","04010","mitogen-activated protein kinase 12"
"434233","path:mmu04728","Ppp1ccb","ENSMUSG00000100153",NA,"protein phosphatase 1 catalytic subunit gamma B"
"494124","path:mmu04728","Calm5","ENSMUSG00000099269","04020","calmodulin 5"
"51792","path:mmu04728","Ppp2r1a","ENSMUSG00000007564","03015","protein phosphatase 2, regulatory subunit A, alpha"
"52432","path:mmu04728","Ppp2r2d","ENSMUSG00000041769","03015","protein phosphatase 2, regulatory subunit B, delta"
"53623","path:mmu04728","Gria3","ENSMUSG00000001986","04080","glutamate receptor, ionotropic, AMPA3 (alpha 3)"
"56637","path:mmu04728","Gsk3b","ENSMUSG00000022812","04012","glycogen synthase kinase 3 beta"
"59032","path:mmu04728","Ppp2r3c","ENSMUSG00000021022","03015","protein phosphatase 2, regulatory subunit B'', gamma"
"606496","path:mmu04728","Gsk3a","ENSMUSG00000057177","04062","glycogen synthase kinase 3 alpha"
"64337","path:mmu04728","Gng13","ENSMUSG00000025739","04062","guanine nucleotide binding protein (G protein), gamma 13"
"66066","path:mmu04728","Gng11","ENSMUSG00000032766","04062","guanine nucleotide binding protein (G protein), gamma 11"
"68566","path:mmu04728","Caly","ENSMUSG00000025468",NA,"calcyon neuron-specific vesicular protein"
"70405","path:mmu04728","Calml3","ENSMUSG00000063130","04020","calmodulin-like 3"
"71978","path:mmu04728","Ppp2r2a","ENSMUSG00000022052","03015","protein phosphatase 2, regulatory subunit B, alpha"
"72930","path:mmu04728","Ppp2r2b","ENSMUSG00000024500","03015","protein phosphatase 2, regulatory subunit B, beta"
"73699","path:mmu04728","Ppp2r1b","ENSMUSG00000032058","03015","protein phosphatase 2, regulatory subunit A, beta"
"75600","path:mmu04728","Calml4","ENSMUSG00000032246",NA,"calmodulin-like 4"
"78284","path:mmu04728","Creb3l4","ENSMUSG00000027938","04916","cAMP responsive element binding protein 3-like 4"
"791260","path:mmu04728","Tomt","ENSMUSG00000078630",NA,"transmembrane O-methyltransferase"
"80796","path:mmu04728","Calm4","ENSMUSG00000033765","04020","calmodulin 4"
"109880","path:mmu04730","Braf","ENSMUSG00000002413","04010","Braf transforming gene"
"110157","path:mmu04730","Raf1","ENSMUSG00000000441","04010","v-raf-leukemia viral oncogene 1"
"11836","path:mmu04730","Araf","ENSMUSG00000001127","04012","Araf proto-oncogene, serine/threonine kinase"
"12286","path:mmu04730","Cacna1a","ENSMUSG00000034656","04010","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
"12918","path:mmu04730","Crh","ENSMUSG00000049796","04730","corticotropin releasing hormone"
"12921","path:mmu04730","Crhr1","ENSMUSG00000018634","04080","corticotropin releasing hormone receptor 1"
"14672","path:mmu04730","Gna11","ENSMUSG00000034781","04020","guanine nucleotide binding protein, alpha 11"
"14673","path:mmu04730","Gna12","ENSMUSG00000000149","04010","guanine nucleotide binding protein, alpha 12"
